revenue_id,order_id,payment_date,amount_paid_usd,payment_status,refund_amount_usd
STA-R15108,STA-O11814,05-04-2024,28.45,Refunded,0
STA-R15281,STA-O12412,29-09-2023,11.58,Paid,0
STA-R10408,STA-O8829,30-06-2024,35.65,Paid,0
STA-R9008,STA-O10079,16-08-2023,12.56,Paid,0
STA-R9114,STA-O9790,12-11-2024,5.3,Paid,0
STA-R11317,STA-O11886,12-07-2024,15.8,Paid,0
STA-R14146,STA-O9092,21-08-2024,14.49,Pending,0
STA-R10032,STA-O7401,22-02-2024,20.45,Paid,20.45
STA-R17804,STA-O6290,05-11-2023,17.65,Paid,0
STA-R12115,STA-O9516,06-07-2023,22.92,Paid,22.92
STA-R15300,STA-O11600,17-08-2023,6.76,Paid,0
STA-R15345,STA-O13709,06-08-2025,53.2,Paid,0
STA-R13620,STA-O7630,24-10-2023,34.04,Paid,0
STA-R14613,STA-O12040,03-01-2024,122.2,Paid,122.2
STA-R9979,STA-O8238,16-01-2025,15.2,Paid,0
STA-R17732,STA-O10398,12-11-2023,28.9,Paid,0
STA-R9236,STA-O7352,11-11-2024,7.13,Paid,0
STA-R14813,STA-O5797,23-09-2024,16.17,Paid,0
STA-R15018,STA-O11283,11-06-2024,8.86,Paid,0
STA-R13058,STA-O11360,02-08-2025,9.84,Paid,0
STA-R14556,STA-O7199,18-02-2023,31.28,Paid,0
STA-R9636,STA-O14203,22-03-2023,11.48,Paid,0
STA-R18160,STA-O5287,05-11-2023,26.73,Refunded,0
STA-R15592,STA-O5697,06-06-2025,33.05,Paid,0
STA-R18168,STA-O8865,29-08-2023,12.09,Paid,0
STA-R11692,STA-O5413,18-07-2025,12.62,Paid,0
STA-R16938,STA-O7996,20-02-2024,0,Paid,0
STA-R16656,STA-O9211,24-09-2025,20.8,Pending,0
STA-R18384,STA-O12326,12-02-2023,14.82,Paid,14.82
STA-R12224,STA-O7152,31-12-2025,16.66,Paid,0
STA-R13257,STA-O7293,17-03-2024,17.88,Paid,0
STA-R9556,STA-O11522,14-04-2024,23.13,Refunded,0
STA-R15437,STA-O10680,13-09-2023,106.25,Refunded,0
STA-R13174,STA-O12105,22-08-2024,21.3,Paid,21.3
STA-R10711,STA-O9865,17-11-2023,0,Paid,0
STA-R11966,STA-O7726,26-08-2025,32.6,Paid,0
STA-R15530,STA-O11985,29-12-2024,10.4,Paid,0
STA-R10265,STA-O6316,01-09-2025,17.04,Paid,0
STA-R14406,STA-O9887,24-08-2025,17.73,Paid,0
STA-R9285,STA-O5037,17-09-2024,5.47,Paid,0
STA-R11349,STA-O9409,11-07-2023,0,Pending,0
STA-R15807,STA-O12666,06-12-2024,61.5,Paid,61.5
STA-R16555,STA-O5864,06-03-2025,21.37,Paid,0
STA-R14136,STA-O12594,24-01-2024,15.7,Paid,0
STA-R9017,STA-O7818,30-06-2023,23.44,Paid,8.2
STA-R17867,STA-O11656,10-12-2024,23.56,Paid,23.56
STA-R15573,STA-O12999,23-07-2025,33.9,Paid,0
STA-R11996,STA-O10332,18-12-2024,23.8,Paid,0
STA-R10885,STA-O13154,28-03-2024,162.55,Pending,0
STA-R15040,STA-O6523,26-03-2024,57.87,Paid,0
STA-R13684,STA-O7882,08-08-2025,4.42,Paid,0
STA-R17641,STA-O13941,24-11-2025,13.14,Paid,0
STA-R9819,STA-O13594,21-10-2024,63.96,Paid,0
STA-R11834,STA-O10988,16-03-2023,11.96,Paid,11.96
STA-R14474,STA-O14455,02-02-2025,44.9,Refunded,0
STA-R18091,STA-O5009,03-07-2023,94.05,Refunded,0
STA-R15952,STA-O10073,05-07-2024,8.67,Paid,0
STA-R12983,STA-O10048,09-01-2023,38,Paid,0
STA-R16479,STA-O6475,07-05-2025,17.25,Paid,0
STA-R9392,STA-O11051,28-11-2025,24.89,Paid,0
STA-R15780,STA-O12631,19-11-2023,103.08,Paid,0
STA-R9073,STA-O10337,13-08-2025,55.95,Pending,0
STA-R15728,STA-O13377,20-04-2024,22.25,Paid,0
STA-R9162,STA-O8778,03-02-2023,91.08,Paid,0
STA-R10349,STA-O10876,20-06-2023,5.78,Paid,5.78
STA-R14090,STA-O8943,24-08-2025,93.57,Paid,0
STA-R10920,STA-O9592,13-05-2024,14.69,Paid,0
STA-R14168,STA-O14494,27-06-2023,29.85,Paid,0
STA-R12069,STA-O11334,01-07-2024,24.09,Paid,0
STA-R14382,STA-O11094,24-07-2025,12.48,Paid,12.48
STA-R13362,STA-O6647,27-01-2025,89.44,Paid,0
STA-R18205,STA-O5853,22-06-2023,23.91,Refunded,0
STA-R13135,STA-O8429,22-10-2024,19.02,Refunded,0
STA-R10575,STA-O9179,27-11-2023,5.58,Paid,0
STA-R11079,STA-O5699,20-09-2024,41.85,Paid,0
STA-R11975,STA-O7215,04-04-2024,0,Paid,7.28
STA-R16071,STA-O9668,02-06-2024,37.09,Pending,0
STA-R18448,STA-O8716,08-06-2025,33.48,Paid,0
STA-R13848,STA-O8371,13-01-2024,93.93,Paid,0
STA-R15033,STA-O10590,28-04-2025,7.65,Refunded,0
STA-R13717,STA-O14001,09-08-2024,13.85,Paid,0
STA-R16324,STA-O8668,06-12-2025,20.85,Pending,0
STA-R14614,STA-O8678,24-02-2025,20.52,Paid,20.52
STA-R16533,STA-O5624,20-05-2025,17.86,Paid,0
STA-R10808,STA-O9669,28-10-2023,30.4,Paid,30.4
STA-R18033,STA-O7418,14-03-2024,3.53,Paid,0
STA-R10146,STA-O9667,03-05-2024,27.5,Paid,0
STA-R15633,STA-O10221,24-09-2025,6.54,Paid,0
STA-R10559,STA-O8776,08-04-2024,19.38,Refunded,0
STA-R18401,STA-O14474,17-06-2023,29.48,Paid,0
STA-R16713,STA-O12552,27-08-2023,52.15,Paid,52.15
STA-R14885,STA-O5677,15-09-2024,24.2,Paid,0
STA-R10340,STA-O5761,25-08-2023,7.1,Pending,0
STA-R16886,STA-O6344,20-08-2023,32.78,Paid,0
STA-R16259,STA-O11573,18-01-2023,15.93,Paid,0
STA-R12925,STA-O6599,15-06-2024,116.82,Pending,0
STA-R18539,STA-O14985,18-07-2024,25.1,Pending,0
STA-R11621,STA-O10700,25-07-2025,8.16,Paid,0
STA-R15089,STA-O10564,31-03-2024,7.56,Paid,0
STA-R17216,STA-O10508,08-11-2025,2.31,Paid,0
STA-R10519,STA-O14235,14-06-2023,67.59,Paid,0
STA-R13501,STA-O7131,31-07-2025,109.15,Paid,0
STA-R16603,STA-O10792,06-09-2024,6.18,Refunded,0
STA-R16054,STA-O6908,25-07-2025,2.99,Refunded,0
STA-R9699,STA-O8106,06-10-2024,22.25,Paid,0
STA-R13415,STA-O12005,19-07-2025,18.55,Paid,0
STA-R18019,STA-O11518,04-04-2024,32.6,Pending,0
STA-R9282,STA-O8500,20-10-2025,19.08,Refunded,4.1
STA-R11276,STA-O5612,10-02-2023,27.7,Paid,0
STA-R16940,STA-O8652,22-01-2023,17.54,Pending,0
STA-R17192,STA-O12188,24-07-2025,0,Paid,0
STA-R9043,STA-O11972,24-01-2024,33.16,Paid,0
STA-R14954,STA-O9282,08-01-2025,8.66,Paid,8.66
STA-R18273,STA-O5994,09-07-2024,97.72,Paid,0
STA-R11804,STA-O13600,18-03-2024,9.48,Paid,0
STA-R9341,STA-O5867,15-06-2023,7.84,Paid,0
STA-R15572,STA-O14336,23-07-2025,8.92,Paid,0
STA-R9738,STA-O13465,10-04-2024,42.72,Refunded,0
STA-R15289,STA-O13213,16-06-2024,13.47,Paid,0
STA-R17431,STA-O14798,15-02-2023,80.2,Paid,0
STA-R14736,STA-O14172,10-10-2025,28.32,Paid,0
STA-R14410,STA-O12319,09-07-2023,5.16,Paid,0
STA-R16621,STA-O10213,14-07-2024,7.38,Paid,7.38
STA-R17978,STA-O8771,14-09-2025,28.32,Paid,0
STA-R13567,STA-O5943,10-08-2023,22,Paid,0
STA-R17375,STA-O7461,02-09-2025,8.14,Paid,0
STA-R11751,STA-O14308,27-08-2025,15.36,Paid,0
STA-R15722,STA-O5220,09-02-2025,18,Paid,0
STA-R18133,STA-O7483,24-07-2024,24.36,Refunded,0
STA-R15111,STA-O7730,05-04-2025,21.92,Paid,0
STA-R11293,STA-O14609,09-08-2024,24.08,Paid,0
STA-R13213,STA-O7026,29-10-2024,9.12,Paid,0
STA-R13957,STA-O6598,31-05-2024,21.04,Paid,0
STA-R18494,STA-O10380,29-09-2025,34.45,Refunded,0
STA-R9181,STA-O10468,31-05-2024,12.52,Paid,0
STA-R12172,STA-O7582,22-09-2023,17.95,Refunded,0
STA-R10269,STA-O10245,27-09-2024,17.55,Paid,0
STA-R15810,STA-O8517,03-03-2025,0,Refunded,0
STA-R12290,STA-O12805,25-03-2025,16.35,Paid,16.35
STA-R14361,STA-O7550,05-12-2023,6.94,Refunded,0
STA-R17284,STA-O7135,14-11-2024,173.2,Paid,0
STA-R17593,STA-O10431,15-12-2023,8.79,Paid,0
STA-R13390,STA-O7245,06-12-2023,12.32,Paid,0
STA-R9020,STA-O14158,30-10-2024,22.8,Paid,22.8
STA-R18463,STA-O13933,16-03-2023,5.25,Paid,5.25
STA-R14717,STA-O9839,28-04-2024,0,Pending,0
STA-R12922,STA-O10597,21-08-2024,124.1,Paid,0
STA-R14075,STA-O9748,29-07-2024,57.8,Paid,0
STA-R15964,STA-O8446,19-03-2025,26.4,Refunded,0
STA-R15987,STA-O11426,04-12-2025,32.2,Paid,32.2
STA-R10394,STA-O14634,05-12-2025,22.8,Paid,0
STA-R11980,STA-O11008,13-12-2024,10.62,Paid,3
STA-R12192,STA-O11844,12-11-2023,7.06,Paid,0
STA-R9354,STA-O11470,29-06-2023,20,Paid,20
STA-R14582,STA-O11468,31-01-2024,19.2,Paid,0
STA-R13666,STA-O9247,03-12-2024,25.65,Paid,0
STA-R9663,STA-O6847,26-05-2023,9.09,Paid,0
STA-R16435,STA-O9314,06-12-2025,11.87,Paid,0
STA-R12834,STA-O13889,28-10-2025,26.37,Pending,0
STA-R15092,STA-O8223,27-02-2025,26.56,Paid,0
STA-R12880,STA-O14048,24-03-2025,23.44,Paid,0
STA-R16854,STA-O5698,01-10-2024,0,Pending,13.38
STA-R10166,STA-O12253,13-01-2025,15.08,Paid,15.08
STA-R13750,STA-O9343,16-12-2023,3.73,Paid,3.73
STA-R17530,STA-O7953,27-05-2023,38.48,Paid,0
STA-R11752,STA-O6480,13-12-2024,8.74,Refunded,0
STA-R11623,STA-O7183,27-02-2025,8.46,Refunded,0
STA-R15331,STA-O10499,23-01-2023,25.77,Paid,0
STA-R13983,STA-O14255,05-11-2023,16.42,Paid,0
STA-R9253,STA-O5186,10-11-2025,25.15,Paid,0
STA-R16066,STA-O11878,28-05-2025,0,Refunded,0
STA-R11615,STA-O9917,09-11-2023,17.2,Paid,0
STA-R12867,STA-O7695,01-09-2025,36.2,Paid,0
STA-R12126,STA-O6744,09-10-2023,3.55,Paid,3.55
STA-R11850,STA-O8096,12-01-2023,2.06,Paid,2.06
STA-R9374,STA-O7157,24-04-2023,0,Paid,13.34
STA-R18149,STA-O12287,26-01-2023,79.2,Paid,0
STA-R9966,STA-O6212,27-01-2023,26.88,Paid,0
STA-R11050,STA-O11783,12-01-2025,15.08,Refunded,0
STA-R11478,STA-O7844,08-08-2023,10.82,Paid,0
STA-R13568,STA-O9677,03-06-2025,14.38,Paid,0
STA-R16176,STA-O10926,31-10-2023,10.26,Paid,0
STA-R11423,STA-O14735,06-03-2024,20.25,Pending,0
STA-R9261,STA-O13251,25-06-2024,15,Paid,0
STA-R10528,STA-O13169,18-01-2024,18.3,Paid,0
STA-R15035,STA-O10304,29-08-2025,5.68,Pending,1.93
STA-R11510,STA-O7914,03-09-2025,21.15,Paid,0
STA-R15090,STA-O12777,09-06-2023,6.94,Paid,0
STA-R12739,STA-O9687,08-08-2025,49.6,Paid,0
STA-R14718,STA-O11268,15-10-2023,9.45,Paid,0
STA-R18616,STA-O9122,30-07-2025,32.45,Paid,32.45
STA-R16727,STA-O10387,11-11-2025,8.9,Paid,0
STA-R10978,STA-O5163,01-08-2025,38.3,Paid,0
STA-R16907,STA-O7613,10-01-2025,33.65,Refunded,0
STA-R14715,STA-O5461,12-10-2023,38.55,Paid,0
STA-R17460,STA-O9559,10-04-2025,14.03,Paid,0
STA-R12870,STA-O6095,27-09-2023,24.2,Paid,0
STA-R11626,STA-O14579,03-03-2024,106.2,Paid,0
STA-R12431,STA-O12467,10-11-2025,14.88,Paid,0
STA-R18211,STA-O14975,04-09-2025,10.17,Pending,0
STA-R13687,STA-O10272,01-09-2024,70,Paid,70
STA-R15813,STA-O9818,11-05-2023,4.92,Paid,0
STA-R15740,STA-O11387,07-12-2023,75.04,Refunded,0
STA-R10482,STA-O7849,30-01-2023,40.86,Paid,40.86
STA-R13916,STA-O8418,26-03-2024,31.55,Paid,31.55
STA-R16337,STA-O9166,15-11-2023,50.15,Paid,0
STA-R10485,STA-O7805,24-10-2024,20.92,Refunded,0
STA-R13906,STA-O5973,08-12-2025,11.52,Paid,0
STA-R17246,STA-O8107,04-10-2025,5.19,Refunded,0
STA-R10803,STA-O7512,13-08-2024,25.3,Paid,25.3
STA-R16756,STA-O7743,31-10-2025,25.44,Pending,0
STA-R15785,STA-O8325,24-07-2023,4.8,Paid,0
STA-R13063,STA-O7399,30-03-2024,10.58,Paid,0
STA-R11620,STA-O10179,20-03-2023,6.49,Paid,0
STA-R16187,STA-O8551,03-11-2025,25.48,Refunded,0
STA-R16033,STA-O10993,25-11-2024,16.38,Paid,7.64
STA-R11250,STA-O14441,30-06-2023,36.85,Paid,0
STA-R14857,STA-O7010,09-09-2023,5.21,Paid,0
STA-R11066,STA-O13309,03-03-2024,20.24,Paid,20.24
STA-R17350,STA-O13432,25-03-2023,30.22,Paid,0
STA-R14280,STA-O9075,17-03-2023,14.96,Paid,0
STA-R17960,STA-O12706,04-09-2024,25.52,Paid,0
STA-R16741,STA-O8662,13-08-2024,12.64,Paid,4.41
STA-R17348,STA-O13409,25-04-2024,29.44,Refunded,0
STA-R10136,STA-O10145,13-08-2023,18.1,Paid,0
STA-R11465,STA-O9007,20-11-2023,6.75,Paid,0
STA-R17063,STA-O6472,20-06-2023,13.98,Paid,0
STA-R10027,STA-O14516,14-12-2024,53.48,Paid,0
STA-R16437,STA-O12667,23-03-2023,15.6,Pending,0
STA-R17410,STA-O9813,14-02-2024,27.28,Paid,27.28
STA-R16305,STA-O13243,15-01-2023,13.9,Paid,0
STA-R15216,STA-O6342,21-07-2024,8.94,Paid,0
STA-R10934,STA-O6843,25-02-2025,20.95,Paid,0
STA-R16840,STA-O12982,17-12-2024,21.12,Paid,0
STA-R17759,STA-O11299,08-12-2024,15.72,Paid,0
STA-R13566,STA-O8571,29-09-2025,81.84,Paid,0
STA-R12476,STA-O5861,04-04-2025,19.56,Paid,19.56
STA-R13534,STA-O8897,07-01-2025,5.93,Refunded,0
STA-R16759,STA-O5504,17-11-2024,51.39,Refunded,0
STA-R9604,STA-O7833,31-01-2025,18.39,Refunded,0
STA-R11078,STA-O14174,25-05-2025,46.38,Paid,0
STA-R17382,STA-O7943,11-01-2023,12.48,Paid,0
STA-R9792,STA-O8708,05-10-2023,4.69,Paid,4.69
STA-R9605,STA-O8762,21-04-2024,19.92,Paid,0
STA-R15675,STA-O10766,05-12-2025,11.28,Refunded,0
STA-R12458,STA-O5380,06-02-2025,40.6,Refunded,0
STA-R13307,STA-O14293,15-09-2024,20.25,Paid,0
STA-R11348,STA-O10853,05-12-2025,5.29,Paid,0
STA-R13651,STA-O8331,10-04-2023,19.95,Paid,0
STA-R13695,STA-O8872,27-06-2024,123.12,Paid,123.12
STA-R11341,STA-O13054,12-02-2025,15.46,Paid,0
STA-R13443,STA-O9967,01-09-2023,25.23,Paid,0
STA-R15714,STA-O11622,03-07-2023,19.45,Paid,0
STA-R13128,STA-O11004,22-04-2023,75.3,Paid,0
STA-R13156,STA-O7653,19-10-2024,17.6,Paid,0
STA-R14471,STA-O8090,31-03-2025,31,Paid,0
STA-R18556,STA-O12033,12-08-2025,15.06,Paid,0
STA-R14895,STA-O14058,26-08-2023,94.75,Paid,0
STA-R17937,STA-O13306,13-06-2023,5.86,Paid,0
STA-R14363,STA-O9394,27-09-2025,30.46,Refunded,0
STA-R14153,STA-O10537,08-12-2023,20.22,Paid,0
STA-R13512,STA-O11192,26-10-2023,7.32,Paid,0
STA-R16700,STA-O9530,23-09-2025,10.59,Paid,10.59
STA-R15737,STA-O13855,17-09-2025,41.3,Paid,0
STA-R12048,STA-O8355,10-10-2023,0,Paid,0
STA-R15756,STA-O14716,05-10-2023,103.95,Paid,0
STA-R10689,STA-O14418,16-03-2025,11.42,Paid,0
STA-R18470,STA-O5146,18-07-2024,25,Refunded,0
STA-R15148,STA-O14736,08-09-2023,24.65,Paid,24.65
STA-R9078,STA-O13457,02-11-2025,67.41,Paid,0
STA-R12828,STA-O14550,06-12-2024,77.7,Paid,0
STA-R13786,STA-O7066,15-01-2025,36.45,Paid,0
STA-R14316,STA-O9401,04-01-2025,15.02,Paid,0
STA-R11279,STA-O9025,18-11-2024,47.12,Paid,0
STA-R10729,STA-O11022,11-11-2025,0,Refunded,0
STA-R17626,STA-O6240,10-02-2024,43.35,Paid,0
STA-R10099,STA-O12906,28-03-2024,20.19,Refunded,0
STA-R10805,STA-O14875,14-04-2023,42.82,Paid,42.82
STA-R9728,STA-O5000,26-11-2023,11.52,Paid,0
STA-R10381,STA-O12793,20-01-2024,10.9,Pending,0
STA-R11359,STA-O7050,30-11-2024,17.48,Paid,0
STA-R10807,STA-O12113,23-09-2025,20.48,Paid,20.48
STA-R9757,STA-O12225,13-02-2024,21.4,Paid,0
STA-R10083,STA-O6794,14-10-2024,35.64,Refunded,0
STA-R15044,STA-O6187,31-05-2023,5.81,Paid,0
STA-R9462,STA-O5391,13-03-2024,9.4,Paid,0
STA-R13679,STA-O6501,05-03-2024,15.56,Paid,0
STA-R10270,STA-O5724,01-10-2025,39.65,Paid,0
STA-R9191,STA-O12257,29-06-2025,47.55,Paid,0
STA-R13809,STA-O11671,09-06-2024,26.05,Pending,0
STA-R10500,STA-O10757,07-06-2024,29.1,Paid,3.1
STA-R15551,STA-O9336,16-01-2024,15.63,Paid,0
STA-R16460,STA-O12063,15-11-2025,28.6,Paid,0
STA-R12398,STA-O14825,18-09-2023,24.68,Paid,0
STA-R13182,STA-O13755,22-09-2025,8.12,Paid,0
STA-R10610,STA-O14601,28-06-2023,7.05,Paid,7.05
STA-R11798,STA-O6215,08-01-2024,74.76,Paid,0
STA-R10607,STA-O13500,22-12-2023,17.44,Paid,0
STA-R12963,STA-O12137,24-02-2024,6.22,Paid,0
STA-R11484,STA-O8890,01-03-2025,15.7,Paid,0
STA-R17930,STA-O13737,20-08-2023,0,Paid,8.8
STA-R16170,STA-O12371,14-12-2024,29.4,Paid,0
STA-R11225,STA-O9348,14-02-2023,40.38,Paid,0
STA-R15903,STA-O10747,21-09-2023,41.3,Paid,41.3
STA-R18430,STA-O7759,24-02-2024,3.69,Paid,0
STA-R17790,STA-O13919,31-12-2025,5.71,Paid,5.71
STA-R12294,STA-O7096,12-05-2024,5.01,Paid,0
STA-R18617,STA-O6106,15-07-2025,45.4,Paid,0
STA-R12885,STA-O7933,05-06-2023,176.9,Paid,0
STA-R18459,STA-O8682,27-02-2024,25.65,Paid,0
STA-R10876,STA-O10475,17-09-2024,7.1,Paid,0
STA-R14620,STA-O12419,09-10-2024,24.35,Paid,0
STA-R15982,STA-O10731,26-01-2025,10,Paid,0
STA-R14744,STA-O7709,17-01-2025,28.12,Paid,28.12
STA-R17409,STA-O8370,01-08-2025,28.33,Paid,0
STA-R12680,STA-O12564,13-06-2024,9.1,Paid,0
STA-R15950,STA-O10186,12-04-2023,6.12,Paid,0
STA-R15983,STA-O11028,09-01-2024,5.33,Paid,0
STA-R9992,STA-O9164,20-06-2024,16.24,Paid,4.96
STA-R16772,STA-O12626,11-06-2025,23.64,Paid,23.64
STA-R11764,STA-O14968,04-05-2025,24.12,Pending,0
STA-R17088,STA-O11507,29-11-2025,29.45,Paid,0
STA-R15935,STA-O9147,08-06-2024,7.96,Paid,0
STA-R13689,STA-O12017,02-10-2024,65.58,Paid,0
STA-R11347,STA-O11097,03-07-2023,0,Paid,0
STA-R15078,STA-O9815,12-05-2023,6.46,Paid,0
STA-R12953,STA-O12277,27-04-2025,71.54,Paid,0
STA-R10548,STA-O6237,10-05-2025,85.98,Refunded,0
STA-R13794,STA-O5639,15-01-2023,21.72,Paid,0
STA-R18360,STA-O9933,29-01-2023,79.25,Refunded,0
STA-R12952,STA-O5828,27-09-2025,21.88,Paid,21.88
STA-R17656,STA-O12238,09-12-2025,8.35,Pending,0
STA-R17031,STA-O12753,23-05-2024,65.82,Paid,0
STA-R15542,STA-O14511,26-12-2025,10.1,Refunded,3.35
STA-R17981,STA-O9175,17-05-2023,12.58,Paid,12.58
STA-R18141,STA-O10549,11-06-2024,0,Paid,0
STA-R12790,STA-O12632,05-02-2025,113.28,Paid,0
STA-R18383,STA-O9733,06-07-2025,26.73,Pending,0
STA-R15942,STA-O8224,06-01-2024,18.12,Paid,0
STA-R13466,STA-O11936,22-11-2025,5,Paid,0
STA-R14149,STA-O14990,12-06-2024,17.38,Paid,0
STA-R17247,STA-O7819,01-01-2023,11.58,Paid,0
STA-R9175,STA-O5155,10-11-2024,33.05,Paid,0
STA-R18097,STA-O12156,22-08-2024,16.48,Paid,0
STA-R15059,STA-O9203,10-09-2025,118.77,Refunded,0
STA-R10699,STA-O14089,02-04-2023,13.89,Refunded,0
STA-R17719,STA-O10813,28-04-2023,12.2,Paid,0
STA-R12073,STA-O10866,17-10-2024,14.52,Paid,0
STA-R12335,STA-O11218,03-08-2025,26.55,Paid,0
STA-R13262,STA-O11618,09-06-2025,6.46,Paid,0
STA-R9420,STA-O6330,31-08-2023,26.88,Paid,26.88
STA-R14518,STA-O5347,17-05-2024,15.84,Paid,15.84
STA-R12844,STA-O7312,05-05-2024,4.76,Paid,0.54
STA-R10832,STA-O7151,31-08-2025,15.56,Paid,0
STA-R15589,STA-O7087,26-07-2023,14.64,Paid,0
STA-R10350,STA-O12968,29-05-2023,3.82,Paid,0
STA-R17400,STA-O7578,17-08-2024,4.71,Paid,0
STA-R13418,STA-O7376,08-09-2024,8.45,Refunded,0
STA-R14953,STA-O11700,27-03-2024,72.85,Paid,72.85
STA-R10908,STA-O7664,11-12-2023,3.82,Paid,3.82
STA-R14906,STA-O6078,24-11-2023,24.84,Paid,0
STA-R11642,STA-O10743,22-04-2024,13.12,Paid,13.12
STA-R16870,STA-O7381,16-06-2025,5.13,Paid,5.13
STA-R18407,STA-O10418,23-07-2024,3.2,Paid,0
STA-R11689,STA-O13929,26-11-2023,0,Paid,0
STA-R10889,STA-O5626,24-04-2025,7.3,Paid,0
STA-R9793,STA-O13366,20-08-2025,5.29,Paid,5.29
STA-R15656,STA-O8233,17-02-2024,3.36,Paid,0
STA-R10618,STA-O13044,13-07-2025,3.2,Paid,0
STA-R17947,STA-O9331,11-01-2025,10.41,Paid,0
STA-R13927,STA-O14282,21-09-2025,9.81,Paid,0
STA-R16118,STA-O6886,10-07-2024,20.43,Paid,0
STA-R9580,STA-O5107,12-06-2024,6.24,Paid,0
STA-R11441,STA-O12536,13-02-2025,8.98,Paid,0
STA-R10964,STA-O14836,03-10-2023,14.92,Paid,0
STA-R14461,STA-O13212,26-03-2025,27.2,Paid,27.2
STA-R11242,STA-O7792,22-02-2023,27.15,Paid,0
STA-R10413,STA-O9360,19-07-2025,10.24,Paid,10.24
STA-R13887,STA-O11081,27-07-2023,30.64,Paid,0
STA-R12466,STA-O10957,22-10-2024,102.24,Paid,0
STA-R13303,STA-O5755,10-09-2025,0,Paid,0
STA-R10529,STA-O7851,28-12-2024,25.6,Paid,0
STA-R9166,STA-O8679,16-04-2025,24.44,Paid,24.44
STA-R14700,STA-O6641,24-07-2023,22.7,Paid,0
STA-R12584,STA-O13244,04-11-2024,24.06,Pending,0
STA-R13398,STA-O10371,01-04-2024,17.36,Refunded,1.92
STA-R13158,STA-O6865,05-09-2025,12,Refunded,0
STA-R14663,STA-O10229,10-10-2023,14.8,Paid,0
STA-R14858,STA-O10609,11-11-2024,32.4,Paid,0
STA-R16736,STA-O8756,01-09-2024,42.44,Paid,0
STA-R16758,STA-O11529,02-07-2025,5.53,Paid,0
STA-R12772,STA-O9642,19-09-2025,13.22,Pending,0
STA-R13713,STA-O5414,10-08-2024,20.8,Paid,0
STA-R14962,STA-O7909,03-10-2024,33.1,Paid,33.1
STA-R9925,STA-O5941,25-09-2025,8.07,Paid,0
STA-R17289,STA-O5129,30-10-2024,12.76,Paid,0
STA-R10524,STA-O5579,05-03-2024,13.65,Paid,0
STA-R11927,STA-O9588,07-07-2024,188.25,Paid,188.25
STA-R18007,STA-O14826,28-10-2025,27.96,Paid,0
STA-R11410,STA-O5509,09-01-2023,20.1,Refunded,0
STA-R15718,STA-O12582,16-07-2023,112.48,Paid,0
STA-R17472,STA-O12260,02-04-2024,159.45,Paid,0
STA-R16218,STA-O12350,03-10-2023,9.52,Paid,9.52
STA-R9749,STA-O7788,13-02-2024,18.04,Paid,0
STA-R9062,STA-O8329,14-10-2023,7.94,Paid,0
STA-R18450,STA-O5617,10-08-2024,13.94,Refunded,0
STA-R11397,STA-O6623,25-03-2024,9.56,Paid,0
STA-R17011,STA-O6298,27-09-2024,24.88,Paid,0
STA-R11265,STA-O9608,14-11-2025,23.72,Paid,0
STA-R18446,STA-O6541,31-10-2025,115.14,Paid,0
STA-R10262,STA-O6950,01-02-2025,31.06,Paid,0
STA-R9243,STA-O13298,15-10-2023,57.78,Paid,0
STA-R15284,STA-O11790,23-03-2024,7.06,Paid,0
STA-R12105,STA-O9957,31-08-2024,10.56,Paid,1.7
STA-R9726,STA-O13038,06-01-2023,41.64,Paid,0
STA-R9277,STA-O10012,29-03-2025,21.2,Paid,0
STA-R17657,STA-O7573,18-11-2024,10.83,Paid,0
STA-R10545,STA-O10927,13-01-2025,21.92,Paid,21.92
STA-R18576,STA-O13852,26-07-2024,24.45,Paid,0
STA-R16434,STA-O5240,18-02-2024,12.62,Pending,0
STA-R10023,STA-O14309,25-06-2023,8.54,Paid,0
STA-R18217,STA-O9449,13-05-2025,22.96,Paid,0
STA-R13356,STA-O5913,20-04-2024,29.45,Pending,0
STA-R12321,STA-O8200,23-03-2023,8.4,Refunded,0
STA-R16905,STA-O7108,17-02-2023,8.85,Paid,0
STA-R13215,STA-O13983,24-08-2025,20.4,Paid,20.4
STA-R15575,STA-O9097,11-01-2025,10,Paid,0
STA-R12029,STA-O6824,02-06-2023,14.16,Paid,0
STA-R17723,STA-O12798,21-06-2025,8.04,Paid,0
STA-R12775,STA-O9682,02-12-2025,72,Paid,0
STA-R14720,STA-O13956,11-01-2024,11.04,Paid,0
STA-R17523,STA-O8084,04-10-2025,102.3,Paid,0
STA-R18549,STA-O12651,26-12-2025,24.06,Paid,0
STA-R9355,STA-O13722,23-05-2024,46.17,Paid,0
STA-R12237,STA-O10294,28-09-2025,33.14,Refunded,0
STA-R14152,STA-O11616,21-08-2023,180.4,Paid,0
STA-R12643,STA-O9475,12-05-2025,10.72,Paid,10.72
STA-R13386,STA-O9992,08-10-2023,26.05,Paid,0
STA-R17752,STA-O6042,24-10-2025,16.6,Paid,0
STA-R11707,STA-O13932,11-04-2023,129.65,Pending,0
STA-R14710,STA-O6123,20-12-2024,5.71,Refunded,0
STA-R13378,STA-O5169,02-07-2023,20.12,Paid,20.12
STA-R11203,STA-O11154,11-10-2024,12.38,Paid,0
STA-R13205,STA-O12002,14-06-2025,20.2,Paid,0
STA-R12191,STA-O5165,16-03-2025,38.04,Paid,0
