order_id,customer_id,order_date,product_category,quantity,unit_price_usd,order_status,payment_method
STA-O10925,STA-C5540,27-10-2023,Hot Coffee,2,6.53,Delivered,Mobile App
STA-O8999,STA-C7677,10-07-2023,Tea,5,4.68,Cancelled,Cash
STA-O9975,STA-C1051,26-03-2025,Frappuccino,1,5.34,Delivered,Credit Card
STA-O9879,STA-C1376,24-07-2025,Hot Coffee,5,4.85,Shipped,Mobile App
STA-O12144,STA-C1541,17-10-2024,Frappuccino,3,6.27,Delivered,Credit Card
STA-O8000,STA-C3712,12-07-2024,Sandwiches,5,6.48,Delivered,Cash
STA-O5239,STA-C1492,10-05-2024,Tea,3,5.32,Cancelled,Credit Card
STA-O5723,STA-C3812,07-02-2024,Frappuccino,1,5.8,Shipped,Mobile App
STA-O10621,STA-C3319,31-10-2024,Merchandise,3,12.78,Returned,Starbucks Card
STA-O7255,STA-C4694,19-09-2024,Coffee Beans (Retail),5,14.01,Shipped,Starbucks Card
STA-O6924,STA-C6680,31-10-2024,Frappuccino,5,5.44,Delivered,Mobile App
STA-O11722,STA-C9176,24-07-2024,Frappuccino,4,8.04,Delivered,Cash
STA-O14827,STA-C2910,15-10-2025,Hot Coffee,2,4.5,Returned,Mobile App
STA-O8018,STA-C9978,01-07-2025,Bakery,3,4.03,Delivered,Mobile App
STA-O10741,STA-C1111,08-01-2023,Frappuccino,4,8.27,Delivered,Cash
STA-O13946,STA-C4687,15-08-2024,Cold Coffee,3,6.01,Delivered,Cash
STA-O11087,STA-C9999,14-01-2023,Merchandise,1,33.85,Delivered,Mobile App
STA-O8396,STA-C8037,29-10-2025,Sandwiches,5,6.07,Pending,Mobile App
STA-O9954,STA-C8028,22-09-2025,Frappuccino,2,6.73,Pending,Mobile App
STA-O12379,STA-C10333,18-05-2025,Tea,2,3.45,Cancelled,Starbucks Card
STA-O10382,STA-C1714,30-04-2023,Cold Coffee,3,6.05,Pending,Mobile App
STA-O6675,STA-C9015,26-02-2024,Tea,4,4.22,Cancelled,Starbucks Card
STA-O7441,STA-C6060,30-07-2025,Frappuccino,4,8.64,Delivered,Credit Card
STA-O5441,STA-C5793,09-10-2024,Sandwiches,5,5.39,Cancelled,Cash
STA-O13451,STA-C8803,16-02-2023,Tea,4,3.65,Returned,Cash
STA-O8414,STA-C5002,02-01-2024,Tea,2,5.01,Pending,Credit Card
STA-O12020,STA-C4752,11-02-2024,Cold Coffee,2,7.1,Pending,Cash
STA-O7729,STA-C4469,15-09-2024,Bakery,3,3.13,Delivered,Cash
STA-O12923,STA-C4076,25-03-2023,Bakery,2,4.16,Cancelled,Starbucks Card
STA-O8852,STA-C3165,01-10-2023,Bakery,4,4.89,Returned,Mobile App
STA-O10598,STA-C8689,26-11-2024,Coffee Beans (Retail),1,11.62,Delivered,Credit Card
STA-O11745,STA-C3758,05-07-2023,Cold Coffee,1,5.11,Delivered,Starbucks Card
STA-O7783,STA-C7056,08-12-2025,Bakery,1,5.68,Delivered,Starbucks Card
STA-O7345,STA-C3700,27-05-2023,Sandwiches,3,8.32,Delivered,Cash
STA-O6033,STA-C8985,09-08-2025,Coffee Beans (Retail),4,17.1,Returned,Cash
STA-O10577,STA-C10435,03-05-2025,Sandwiches,2,7.49,Delivered,Credit Card
STA-O6256,STA-C2106,09-12-2024,Sandwiches,2,8.42,Shipped,Credit Card
STA-O12554,STA-C4784,29-03-2023,Sandwiches,2,7.63,Delivered,Mobile App
STA-O7760,STA-C1167,14-06-2024,Frappuccino,2,6.21,Pending,Credit Card
STA-O7160,STA-C10850,23-02-2023,Coffee Beans (Retail),5,13.74,Shipped,Credit Card
STA-O7594,STA-C1861,30-08-2024,Cold Coffee,2,5.54,Delivered,Credit Card
STA-O5306,STA-C4696,28-03-2023,Cold Coffee,2,5.79,Returned,Mobile App
STA-O9455,STA-C10654,16-03-2023,Frappuccino,2,5.07,Returned,Credit Card
STA-O12215,STA-C6034,02-02-2023,Hot Coffee,3,3.14,Delivered,Cash
STA-O6894,STA-C6807,23-03-2025,Coffee Beans (Retail),5,13.29,Pending,Credit Card
STA-O7557,STA-C4180,03-04-2025,Coffee Beans (Retail),2,14.69,Pending,Credit Card
STA-O8178,STA-C7001,06-03-2024,Frappuccino,2,8.72,Returned,Starbucks Card
STA-O7712,STA-C8819,14-04-2024,Cold Coffee,5,6.94,Pending,Credit Card
STA-O12489,STA-C10247,03-07-2025,Hot Coffee,4,4.65,Delivered,Cash
STA-O7913,STA-C5118,30-07-2024,Bakery,4,2.51,Delivered,Mobile App
STA-O8052,STA-C1715,28-04-2025,Merchandise,5,16.51,Delivered,Starbucks Card
STA-O13958,STA-C9059,15-02-2023,Merchandise,2,26.95,Pending,Credit Card
STA-O14792,STA-C4491,11-10-2024,Cold Coffee,5,7.27,Shipped,Mobile App
STA-O5867,STA-C7190,15-06-2023,Bakery,2,3.92,Delivered,Starbucks Card
STA-O11993,STA-C6007,22-04-2023,Sandwiches,3,8.55,Pending,Starbucks Card
STA-O14184,STA-C5608,28-07-2023,Cold Coffee,4,7.23,Pending,Cash
STA-O8539,STA-C5716,21-01-2025,Bakery,5,2.95,Delivered,Cash
STA-O11409,STA-C4524,24-03-2024,Frappuccino,1,7.17,Delivered,Mobile App
STA-O11846,STA-C6094,30-07-2025,Tea,1,5.04,Delivered,Cash
STA-O6259,STA-C1173,14-11-2023,Hot Coffee,4,4.39,Delivered,Starbucks Card
STA-O11963,STA-C7143,26-08-2025,Hot Coffee,2,6.09,Delivered,Mobile App
STA-O12820,STA-C3233,25-06-2023,Bakery,3,3.27,Delivered,Cash
STA-O10514,STA-C2481,09-11-2023,Merchandise,4,21.47,Delivered,Cash
STA-O5064,STA-C3801,24-04-2024,Merchandise,4,38.92,Delivered,Cash
STA-O5883,STA-C8551,23-09-2023,Coffee Beans (Retail),5,14.22,Shipped,Mobile App
STA-O13416,STA-C1153,05-12-2024,Tea,3,3.42,Returned,Starbucks Card
STA-O11470,STA-C7251,29-06-2023,Hot Coffee,4,5,Returned,Mobile App
STA-O13722,STA-C1625,23-05-2024,Coffee Beans (Retail),3,15.39,Shipped,Starbucks Card
STA-O13972,STA-C9119,11-01-2023,Sandwiches,1,6.53,Delivered,Starbucks Card
STA-O8532,STA-C5634,25-12-2025,Sandwiches,1,7.05,Delivered,Cash
STA-O11457,STA-C10477,09-11-2024,Frappuccino,2,8.36,Shipped,Credit Card
STA-O7435,STA-C7960,16-04-2024,Bakery,1,3.22,Pending,Mobile App
STA-O10880,STA-C6643,02-10-2024,Hot Coffee,1,4.6,Delivered,Cash
STA-O5060,STA-C10553,28-08-2023,Merchandise,4,10.44,Pending,Credit Card
STA-O14746,STA-C1069,18-08-2024,Bakery,1,4.36,Cancelled,Cash
STA-O9031,STA-C1598,10-10-2023,Hot Coffee,2,6.36,Cancelled,Cash
STA-O12535,STA-C5042,02-12-2024,Sandwiches,4,7.87,Returned,Mobile App
STA-O12587,STA-C5137,10-06-2025,Coffee Beans (Retail),2,17.39,Delivered,Cash
STA-O11018,STA-C10306,21-08-2024,Bakery,5,4.26,Delivered,Starbucks Card
STA-O7809,STA-C2922,11-12-2024,Coffee Beans (Retail),5,14.54,Delivered,Mobile App
STA-O7590,STA-C1241,08-12-2023,Coffee Beans (Retail),2,22.05,Shipped,Mobile App
STA-O10052,STA-C7464,29-01-2024,Hot Coffee,3,5.85,Delivered,Cash
STA-O8278,STA-C2912,05-02-2024,Coffee Beans (Retail),4,16.18,Delivered,Credit Card
STA-O9780,STA-C2368,12-10-2025,Merchandise,4,33.64,Delivered,Mobile App
STA-O7140,STA-C6222,21-10-2025,Tea,4,4.51,Delivered,Cash
STA-O12488,STA-C5828,17-09-2023,Sandwiches,4,6.68,Delivered,Mobile App
STA-O12946,STA-C8413,07-10-2024,Cold Coffee,1,7.25,Returned,Mobile App
STA-O10464,STA-C5159,12-02-2023,Frappuccino,2,6.98,Pending,Credit Card
STA-O7157,STA-C8250,24-04-2023,Sandwiches,2,6.67,Returned,Mobile App
STA-O13788,STA-C8842,16-12-2023,Frappuccino,1,5.27,Returned,Starbucks Card
STA-O13380,STA-C1575,26-10-2025,Coffee Beans (Retail),4,12.86,Shipped,Cash
STA-O7860,STA-C9895,31-12-2024,Cold Coffee,2,4.8,Delivered,Mobile App
STA-O9272,STA-C1370,14-06-2023,Merchandise,1,12.1,Pending,Credit Card
STA-O6124,STA-C6177,14-04-2023,Tea,2,4.14,Returned,Starbucks Card
STA-O10688,STA-C1886,08-08-2025,Hot Coffee,4,6.12,Shipped,Starbucks Card
STA-O7403,STA-C8154,28-07-2023,Bakery,1,5.61,Shipped,Starbucks Card
STA-O12363,STA-C9745,21-12-2023,Coffee Beans (Retail),4,24.35,Unknown,Mobile App
STA-O14422,STA-C2168,30-03-2024,Frappuccino,4,6.35,Unknown,Cash
STA-O6974,STA-C2131,21-08-2023,Bakery,5,3.3,Returned,Cash
STA-O6549,STA-C10075,27-10-2023,Bakery,2,4.75,Delivered,Starbucks Card
STA-O12601,STA-C2637,29-01-2023,Sandwiches,1,6.6,Delivered,Starbucks Card
STA-O11460,STA-C7920,07-12-2023,Merchandise,1,21.12,Shipped,Mobile App
STA-O11948,STA-C6928,07-01-2023,Hot Coffee,4,5.74,Delivered,Credit Card
STA-O14277,STA-C6118,11-08-2023,Bakery,1,3.37,Delivered,Credit Card
STA-O10745,STA-C9126,27-04-2024,Hot Coffee,5,4.16,Cancelled,Cash
STA-O7105,STA-C9948,09-12-2024,Tea,2,3.65,Cancelled,Mobile App
STA-O10252,STA-C3974,12-05-2023,Bakery,5,5.4,Shipped,Mobile App
STA-O11051,STA-C3253,28-11-2025,Coffee Beans (Retail),1,24.89,Pending,Cash
STA-O9202,STA-C5330,15-08-2024,Coffee Beans (Retail),4,22.9,Pending,Cash
STA-O9136,STA-C3661,17-02-2023,Frappuccino,2,8.12,Returned,Credit Card
STA-O5713,STA-C3433,14-10-2023,Bakery,1,5.36,Pending,Starbucks Card
STA-O11860,STA-C10055,30-10-2024,Frappuccino,5,6.93,Delivered,Credit Card
STA-O5810,STA-C3808,22-06-2023,Coffee Beans (Retail),3,11.32,Returned,Cash
STA-O6585,STA-C9176,08-12-2023,Tea,1,4.71,Shipped,Cash
STA-O5683,STA-C2687,10-10-2025,Bakery,1,5.1,Pending,Cash
STA-O5170,STA-C8193,11-12-2024,Tea,5,5.95,Shipped,Cash
STA-O9035,STA-C10215,20-07-2025,Tea,4,4.99,Returned,Cash
STA-O7832,STA-C2644,18-04-2025,Tea,3,5.94,Cancelled,Mobile App
STA-O5672,STA-C8475,14-12-2023,Bakery,1,4.38,Cancelled,Credit Card
STA-O13030,STA-C7887,18-03-2024,Bakery,3,2.47,Pending,Credit Card
STA-O9162,STA-C5834,06-11-2025,Merchandise,1,14.32,Returned,Credit Card
STA-O7742,STA-C6513,07-03-2023,Bakery,1,3.87,Returned,Credit Card
STA-O13978,STA-C3422,15-10-2023,Merchandise,4,37.13,Delivered,Mobile App
STA-O9528,STA-C4782,07-03-2023,Frappuccino,1,8.99,Unknown,Mobile App
STA-O13714,STA-C10698,11-04-2024,Merchandise,1,18.6,Unknown,Credit Card
STA-O5921,STA-C3022,30-01-2023,Cold Coffee,5,7.6,Returned,Starbucks Card
STA-O9611,STA-C10076,06-11-2023,Merchandise,1,21.95,Delivered,Credit Card
STA-O9621,STA-C2714,10-03-2023,Coffee Beans (Retail),4,14.22,Delivered,Mobile App
STA-O10008,STA-C3004,04-05-2025,Bakery,3,2.04,Cancelled,Credit Card
STA-O12417,STA-C7223,06-06-2024,Merchandise,1,10.93,Delivered,Mobile App
STA-O10028,STA-C4998,19-04-2025,Sandwiches,2,6.51,Cancelled,Cash
STA-O10170,STA-C10365,17-12-2025,Sandwiches,5,6.08,Delivered,Cash
STA-O13293,STA-C6920,18-10-2025,Bakery,2,2.52,Cancelled,Starbucks Card
STA-O14125,STA-C6572,15-11-2023,Tea,3,3.98,Pending,Starbucks Card
STA-O11546,STA-C1928,21-01-2024,Bakery,1,2.36,Pending,Credit Card
STA-O6330,STA-C5610,31-08-2023,Sandwiches,3,8.96,Returned,Cash
STA-O6582,STA-C4000,09-08-2025,Bakery,4,2.1,Delivered,Starbucks Card
STA-O9057,STA-C9999,06-04-2023,Merchandise,5,33.91,Returned,Mobile App
STA-O13338,STA-C1123,07-06-2024,Coffee Beans (Retail),1,19.58,Cancelled,Mobile App
STA-O14261,STA-C4582,13-03-2023,Hot Coffee,3,3.73,Delivered,Credit Card
STA-O14787,STA-C3990,13-02-2023,Frappuccino,2,7.21,Unknown,Mobile App
STA-O12988,STA-C1106,30-09-2023,Coffee Beans (Retail),4,12.14,Pending,Credit Card
STA-O5303,STA-C7706,13-04-2023,Frappuccino,1,8.99,Returned,Mobile App
STA-O8869,STA-C4308,23-08-2023,Coffee Beans (Retail),1,17.69,Delivered,Credit Card
STA-O8828,STA-C3418,28-01-2024,Frappuccino,2,7.43,Unknown,Starbucks Card
STA-O14910,STA-C5582,29-03-2024,Tea,5,5.19,Cancelled,Credit Card
STA-O5036,STA-C7248,17-03-2025,Coffee Beans (Retail),2,20.48,Shipped,Mobile App
STA-O14113,STA-C4984,03-10-2024,Hot Coffee,3,5.96,Delivered,Cash
STA-O12530,STA-C6820,28-05-2023,Tea,5,5.09,Unknown,Starbucks Card
STA-O7601,STA-C8195,06-07-2025,Hot Coffee,3,3.28,Delivered,Credit Card
STA-O5716,STA-C10204,28-03-2023,Cold Coffee,5,7.95,Delivered,Cash
STA-O10733,STA-C1345,28-09-2024,Tea,2,3.11,Returned,Credit Card
STA-O13759,STA-C3226,21-07-2024,Sandwiches,1,6.35,Cancelled,Mobile App
STA-O6332,STA-C10767,25-09-2024,Coffee Beans (Retail),5,12.97,Delivered,Cash
STA-O7770,STA-C1516,13-04-2023,Merchandise,4,8.34,Pending,Cash
STA-O14984,STA-C3333,03-01-2023,Cold Coffee,4,6.69,Returned,Cash
STA-O12433,STA-C10472,29-04-2025,Bakery,1,4.99,Delivered,Cash
STA-O12208,STA-C9541,28-06-2025,Tea,5,4.1,Returned,Starbucks Card
STA-O9851,STA-C4335,14-04-2025,Tea,5,4.86,Cancelled,Starbucks Card
STA-O9980,STA-C2261,11-03-2023,Merchandise,2,13.31,Cancelled,Cash
STA-O11191,STA-C10392,30-08-2024,Sandwiches,5,7.85,Delivered,Credit Card
STA-O5709,STA-C9999,11-08-2025,Frappuccino,5,5.17,Shipped,Credit Card
STA-O13262,STA-C2685,07-04-2025,Tea,3,4.34,Shipped,Mobile App
STA-O10187,STA-C10398,22-06-2023,Frappuccino,2,8.97,Delivered,Cash
STA-O13995,STA-C7670,04-07-2024,Merchandise,2,11.24,Delivered,Starbucks Card
STA-O12018,STA-C1826,27-01-2024,Coffee Beans (Retail),3,17.67,Pending,Credit Card
STA-O7116,STA-C10790,08-07-2024,Frappuccino,1,8.87,Delivered,Starbucks Card
STA-O5674,STA-C9999,03-11-2023,Cold Coffee,3,7.98,Pending,Mobile App
STA-O10269,STA-C9343,10-11-2023,Tea,1,5.96,Shipped,Credit Card
STA-O11893,STA-C10771,15-04-2024,Tea,5,4.96,Shipped,Credit Card
STA-O9391,STA-C1332,02-03-2024,Merchandise,4,30.11,Pending,Mobile App
STA-O6387,STA-C6251,05-12-2023,Hot Coffee,1,5.44,Returned,Starbucks Card
STA-O10311,STA-C6090,24-03-2023,Bakery,3,4.76,Returned,Credit Card
STA-O6364,STA-C8241,27-01-2025,Hot Coffee,4,5.48,Delivered,Cash
STA-O8453,STA-C4773,21-03-2023,Sandwiches,3,6.33,Cancelled,Mobile App
STA-O8823,STA-C5369,15-03-2023,Merchandise,2,20.99,Cancelled,Mobile App
STA-O9625,STA-C10511,31-12-2025,Merchandise,1,26.39,Pending,Cash
STA-O12729,STA-C5500,12-06-2024,Cold Coffee,2,7.95,Delivered,Credit Card
STA-O12195,STA-C9999,03-04-2025,Frappuccino,2,5.68,Returned,Cash
STA-O11440,STA-C8016,10-11-2024,Sandwiches,1,7.65,Cancelled,Mobile App
STA-O5391,STA-C3167,13-03-2024,Cold Coffee,2,4.7,Shipped,Cash
STA-O10607,STA-C6933,20-06-2024,Hot Coffee,3,3.81,Shipped,Credit Card
STA-O12228,STA-C4488,28-04-2025,Bakery,3,2.61,Delivered,Starbucks Card
STA-O9928,STA-C6209,01-05-2024,Sandwiches,1,6.71,Shipped,Starbucks Card
STA-O8342,STA-C1454,03-01-2025,Bakery,5,3.3,Cancelled,Credit Card
STA-O11100,STA-C6958,14-03-2025,Hot Coffee,1,3.94,Pending,Credit Card
STA-O7765,STA-C8021,12-12-2024,Cold Coffee,1,7.25,Pending,Mobile App
STA-O13437,STA-C6198,05-12-2023,Merchandise,1,9.36,Cancelled,Mobile App
STA-O12216,STA-C5283,02-02-2023,Merchandise,5,38.36,Delivered,Starbucks Card
STA-O13655,STA-C6136,14-01-2024,Merchandise,1,35.76,Delivered,Mobile App
STA-O5635,STA-C2271,02-11-2023,Merchandise,5,32.38,Delivered,Starbucks Card
STA-O12630,STA-C8018,30-01-2024,Frappuccino,2,8.99,Pending,Mobile App
STA-O5338,STA-C2606,01-04-2024,Bakery,4,4.59,Delivered,Starbucks Card
STA-O8631,STA-C5625,12-08-2024,Hot Coffee,2,4.37,Delivered,Cash
STA-O9671,STA-C5053,11-05-2024,Bakery,5,3.17,Delivered,Mobile App
STA-O6571,STA-C10511,16-04-2024,Bakery,2,2.9,Shipped,Cash
STA-O7210,STA-C8215,12-02-2023,Sandwiches,4,8.04,Delivered,Credit Card
STA-O13036,STA-C7605,18-09-2023,Hot Coffee,3,5.74,Delivered,Cash
STA-O9763,STA-C1532,11-08-2024,Coffee Beans (Retail),4,16.78,Delivered,Credit Card
STA-O9381,STA-C2985,25-10-2024,Frappuccino,1,6.24,Delivered,Starbucks Card
STA-O7132,STA-C6080,03-01-2025,Frappuccino,1,7.31,Shipped,Mobile App
STA-O10289,STA-C3723,17-04-2024,Bakery,4,3.7,Delivered,Starbucks Card
STA-O9703,STA-C8885,30-11-2023,Merchandise,1,18.22,Pending,Credit Card
STA-O13270,STA-C4468,21-06-2024,Hot Coffee,3,4.83,Cancelled,Starbucks Card
STA-O11321,STA-C2526,09-03-2025,Cold Coffee,3,6.43,Delivered,Mobile App
STA-O8385,STA-C1845,15-10-2025,Frappuccino,2,6.02,Delivered,Mobile App
STA-O9689,STA-C3988,27-10-2025,Cold Coffee,1,6.38,Cancelled,Credit Card
STA-O7538,STA-C5889,06-07-2023,Coffee Beans (Retail),5,12.24,Cancelled,Credit Card
STA-O7167,STA-C7462,27-03-2024,Bakery,1,5.73,Cancelled,Cash
STA-O14452,STA-C9606,28-12-2025,Sandwiches,2,7.08,Pending,Cash
STA-O10822,STA-C7855,06-05-2023,Tea,4,5.15,Delivered,Starbucks Card
STA-O10980,STA-C6252,20-06-2025,Cold Coffee,4,6.38,Delivered,Mobile App
STA-O11131,STA-C5576,29-06-2025,Sandwiches,4,7.59,Delivered,Starbucks Card
STA-O11601,STA-C6412,02-08-2025,Frappuccino,2,6.82,Delivered,Credit Card
STA-O14756,STA-C9999,13-09-2024,Sandwiches,1,6.89,Returned,Cash
STA-O14253,STA-C5002,27-08-2025,Tea,1,5.37,Shipped,Credit Card
STA-O10528,STA-C6413,03-06-2023,Sandwiches,3,5.74,Delivered,Cash
STA-O8619,STA-C5816,19-01-2024,Merchandise,3,17.57,Returned,Mobile App
STA-O11959,STA-C4344,02-11-2023,Bakery,2,4.57,Delivered,Mobile App
STA-O9390,STA-C7211,27-04-2025,Frappuccino,1,7.28,Returned,Starbucks Card
STA-O5583,STA-C1230,05-10-2024,Hot Coffee,1,5.48,Delivered,Cash
STA-O13628,STA-C2440,13-12-2023,Tea,2,3.78,Delivered,Mobile App
STA-O11279,STA-C4361,14-06-2023,Bakery,5,5.64,Cancelled,Credit Card
STA-O12885,STA-C6892,16-02-2025,Frappuccino,1,7.39,Shipped,Starbucks Card
STA-O9297,STA-C2599,21-08-2024,Hot Coffee,1,4.86,Delivered,Cash
STA-O12619,STA-C10507,19-11-2025,Tea,4,4.23,Cancelled,Mobile App
STA-O5383,STA-C10870,25-07-2024,Frappuccino,3,6.58,Shipped,Mobile App
STA-O13601,STA-C1776,21-08-2025,Sandwiches,1,5.36,Cancelled,Cash
STA-O10373,STA-C8591,14-07-2023,Merchandise,5,18.47,Shipped,Cash
STA-O10478,STA-C2677,24-02-2024,Frappuccino,5,5.4,Unknown,Mobile App
STA-O11880,STA-C6523,09-04-2025,Coffee Beans (Retail),1,16.87,Cancelled,Starbucks Card
STA-O12932,STA-C9365,21-03-2023,Tea,2,4.36,Shipped,Mobile App
STA-O13673,STA-C6991,07-04-2025,Coffee Beans (Retail),2,15.2,Delivered,Mobile App
STA-O13636,STA-C10857,06-02-2024,Sandwiches,2,6.1,Delivered,Credit Card
STA-O13795,STA-C6736,10-05-2025,Frappuccino,5,7.54,Pending,Starbucks Card
STA-O13742,STA-C1402,07-04-2024,Coffee Beans (Retail),4,12.1,Shipped,Credit Card
STA-O8970,STA-C4634,24-03-2023,Coffee Beans (Retail),1,11.86,Shipped,Mobile App
STA-O14674,STA-C2023,07-03-2023,Bakery,4,5.56,Delivered,Cash
STA-O11685,STA-C10109,24-12-2025,Bakery,4,3.56,Delivered,Credit Card
STA-O14672,STA-C10017,18-12-2024,Bakery,4,5.53,Pending,Credit Card
STA-O14563,STA-C4819,13-03-2025,Merchandise,2,8.21,Returned,Mobile App
STA-O8187,STA-C4760,01-06-2024,Tea,5,5.06,Delivered,Credit Card
STA-O5516,STA-C3580,29-01-2023,Frappuccino,2,8.14,Returned,Starbucks Card
STA-O12815,STA-C3504,03-06-2024,Hot Coffee,2,5.05,Delivered,Starbucks Card
STA-O8495,STA-C8955,01-09-2024,Tea,1,5.19,Delivered,Cash
STA-O9444,STA-C9868,24-10-2024,Merchandise,1,28.06,Delivered,Mobile App
STA-O5408,STA-C3530,03-10-2025,Coffee Beans (Retail),5,12.33,Delivered,Cash
STA-O9248,STA-C5628,05-08-2023,Bakery,1,5.3,Cancelled,Starbucks Card
STA-O10151,STA-C7745,20-10-2025,Merchandise,5,9.41,Pending,Credit Card
STA-O11338,STA-C5788,01-10-2024,Hot Coffee,3,6.83,Pending,Starbucks Card
STA-O13703,STA-C9817,29-08-2025,Sandwiches,4,7.94,Delivered,Credit Card
STA-O12388,STA-C2222,01-01-2024,Cold Coffee,4,6.5,Pending,Cash
STA-O14129,STA-C6871,16-04-2024,Tea,3,3.01,Pending,Credit Card
STA-O12116,STA-C4966,03-05-2025,Frappuccino,4,6.01,Cancelled,Starbucks Card
STA-O11196,STA-C5561,28-04-2025,Cold Coffee,3,7.94,Delivered,Cash
STA-O12965,STA-C6094,12-06-2024,Sandwiches,2,7.51,Pending,Credit Card
STA-O7848,STA-C9135,17-05-2024,Sandwiches,2,5.88,Delivered,Credit Card
STA-O8830,STA-C10303,24-10-2023,Tea,3,3.58,Cancelled,Credit Card
STA-O14765,STA-C4724,11-07-2024,Bakery,2,3.66,Delivered,Starbucks Card
STA-O7233,STA-C4103,05-07-2023,Merchandise,5,32.32,Returned,Cash
STA-O9428,STA-C7632,04-11-2024,Cold Coffee,3,5.07,Returned,Mobile App
STA-O5002,STA-C1881,23-06-2024,Tea,5,5.1,Pending,Starbucks Card
STA-O7931,STA-C1811,18-03-2025,Frappuccino,1,6.06,Shipped,Cash
STA-O13219,STA-C8196,28-02-2025,Cold Coffee,3,5.14,Delivered,Starbucks Card
STA-O10608,STA-C10755,19-12-2025,Cold Coffee,5,4.21,Delivered,Mobile App
STA-O11423,STA-C9090,16-11-2024,Bakery,5,5.7,Pending,Starbucks Card
STA-O7015,STA-C8008,19-07-2023,Frappuccino,3,7.54,Cancelled,Starbucks Card
STA-O10489,STA-C10980,10-05-2024,Cold Coffee,3,7.56,Cancelled,Mobile App
STA-O6975,STA-C1004,20-12-2024,Hot Coffee,2,5.07,Pending,Cash
STA-O9930,STA-C9816,06-06-2024,Merchandise,3,35.06,Delivered,Cash
STA-O6322,STA-C2829,19-07-2025,Sandwiches,1,7.48,Shipped,Starbucks Card
STA-O9755,STA-C7463,26-03-2023,Merchandise,4,28.1,Cancelled,Mobile App
STA-O9450,STA-C10759,21-04-2023,Cold Coffee,5,6.97,Delivered,Cash
STA-O11098,STA-C6108,24-12-2024,Cold Coffee,5,4.79,Delivered,Starbucks Card
STA-O5059,STA-C9999,10-10-2023,Sandwiches,4,7.46,Delivered,Credit Card
STA-O13877,STA-C4427,09-10-2024,Frappuccino,3,8.15,Cancelled,Cash
STA-O8920,STA-C3349,10-08-2024,Merchandise,1,8.09,Delivered,Credit Card
STA-O6085,STA-C7875,30-11-2024,Frappuccino,4,7.6,Delivered,Cash
STA-O9548,STA-C8815,11-12-2025,Tea,5,3.34,Delivered,Mobile App
STA-O11890,STA-C3136,24-02-2023,Bakery,3,5.02,Delivered,Credit Card
STA-O9923,STA-C1148,18-05-2025,Sandwiches,3,6.68,Delivered,Starbucks Card
STA-O8804,STA-C6078,18-10-2023,Cold Coffee,5,7.71,Delivered,Cash
STA-O11522,STA-C6789,14-04-2024,Cold Coffee,3,7.71,Cancelled,Mobile App
STA-O11944,STA-C2858,05-01-2024,Frappuccino,2,5.5,Delivered,Credit Card
STA-O12511,STA-C5490,05-11-2023,Sandwiches,1,6.36,Cancelled,Cash
STA-O14428,STA-C4506,26-11-2023,Cold Coffee,3,4.43,Returned,Mobile App
STA-O13841,STA-C3140,26-05-2023,Cold Coffee,1,4.95,Pending,Cash
STA-O5813,STA-C7287,05-09-2024,Merchandise,5,38.62,Delivered,Credit Card
STA-O11437,STA-C4569,19-03-2024,Coffee Beans (Retail),1,18.22,Delivered,Mobile App
STA-O14137,STA-C1011,22-05-2024,Coffee Beans (Retail),2,23.21,Delivered,Mobile App
STA-O7945,STA-C1441,21-09-2025,Cold Coffee,1,4.09,Pending,Credit Card
STA-O7422,STA-C8285,19-10-2023,Merchandise,1,13.81,Delivered,Mobile App
STA-O6971,STA-C9359,01-10-2023,Coffee Beans (Retail),5,12.02,Shipped,Starbucks Card
STA-O8639,STA-C7570,03-02-2024,Bakery,2,3.69,Unknown,Mobile App
STA-O7138,STA-C9213,22-01-2023,Coffee Beans (Retail),4,11.06,Returned,Starbucks Card
STA-O8955,STA-C5133,10-12-2023,Coffee Beans (Retail),3,23.88,Delivered,Mobile App
STA-O10845,STA-C4544,29-04-2025,Frappuccino,4,8.99,Cancelled,Credit Card
STA-O8717,STA-C6534,03-03-2025,Bakery,2,2.68,Delivered,Mobile App
STA-O11910,STA-C9156,22-12-2024,Sandwiches,4,8.23,Delivered,Credit Card
STA-O6734,STA-C7325,03-08-2025,Cold Coffee,1,5.71,Returned,Starbucks Card
STA-O13033,STA-C5747,01-09-2025,Tea,1,3.49,Delivered,Credit Card
STA-O10274,STA-C5032,18-09-2025,Coffee Beans (Retail),3,24.9,Delivered,Starbucks Card
STA-O14405,STA-C8182,26-12-2024,Merchandise,4,37.24,Returned,Mobile App
STA-O12613,STA-C3539,27-07-2023,Frappuccino,1,8.72,Cancelled,Credit Card
STA-O8376,STA-C10033,14-01-2025,Merchandise,3,33.72,Shipped,Credit Card
STA-O8935,STA-C9999,07-07-2023,Sandwiches,2,6.1,Delivered,Mobile App
STA-O14679,STA-C8684,03-02-2024,Coffee Beans (Retail),4,14.06,Cancelled,Mobile App
STA-O11442,STA-C7867,01-03-2023,Hot Coffee,5,3.97,Shipped,Starbucks Card
STA-O11519,STA-C1388,01-10-2025,Merchandise,5,37.08,Delivered,Mobile App
STA-O5107,STA-C4288,06-12-2024,Cold Coffee,1,6.24,Delivered,Cash
STA-O9814,STA-C2293,21-01-2023,Sandwiches,2,5.15,Delivered,Credit Card
